image_filename,region_id,gt_text,pred_text,cer,wer,iou_with_best,matched_conf
3601-1-1200_page1.png,yccub4SnPZ,13' x 13',13' * 13',0.111111111,0.333333333,0.800659314,0.378742138
3601-1-1200_page1.png,VGhg1uTaH_,BATH,BATH,0,0,0.922528436,0.999150217
3601-1-1200_page1.png,VchPocXSuv,KITCHEN,KITCHEN,0,0,0.822992701,0.995494501
3601-1-1200_page1.png,e8QOEyhQwT,"9' x 9'9""","9' * 99""",0.222222222,0.666666667,0.832090683,0.535114287
3601-1-1200_page1.png,YzZejseph4,DINING,DINING,0,0,0.881952327,0.998620028
3601-1-1200_page1.png,C2C_Q8EF0x,10' x 10',"10""'* 10'",0.333333333,0.666666667,0.879311488,0.219288512
3601-1-1200_page1.png,JoWCiKCzvE,BEDROOM,BEDROOM,0,0,0.644376568,0.999618705
3601-1-1200_page1.png,A_z4DKawvr,"11'5"" x 10'","115""* 10'",0.272727273,0.666666667,0.791781959,0.350727399
3601-1-1200_page1.png,Bdmeji06zD,BATH,BATH,0,0,0.96015364,0.993718803
3601-1-1200_page1.png,LRpdcb2rqk,LIVING ROOM,LIVING ROOM,0,0,0.883167253,0.842075298
3601-1-1200_page1.png,Lg1KH69-hZ,BEDROOM,BEDROOM,0,0,0.849104821,0.998428829
3601-1-1200_page1.png,NWn8pfB_2P,PORCH,PORCH,0,0,0.717705063,0.99909594
3601-1-1200_page1.png,w6tfTe3tIC,2 CAR GARAGE,2 CAR GARAGE,0,0,0.871381377,0.865789489
3601-1-1200_page1.png,Q27SZdObb0,W.I.C,WC,0.6,1,0.769773885,0.692656073
3601-1-1200_page1.png,PbjyjM628f,UTILITY,UTILITY,0,0,0.824216049,0.849261344
3601-1-1200_page1.png,I0h309z70q,MAIN LEVEL FLOOR PLAN,MAIN LEVEL FLOOR PLAN,0,0,0.891031552,0.749975194
3601-1-1200_page1.png,tDqwlZE9vN,"40'-0""",2,1,1,0.691514299,0.349623085
3601-1-1200_page1.png,e8YyfofTvw,"19'5"" x 20'8""","195"" x 20'8""",0.076923077,0.333333333,0.945924168,0.693318558
3601-1-1200_page1.png,rQPw2BVxvs,"18' x 14'4""","18' x 14*4""",0.090909091,0.333333333,0.873549824,0.421785907
3601-1-1200_page1.png,TDSDOuJaE5,11'5 x 12',"11'5""x 12'",0.1,0.666666667,0.868304296,0.296514248
18933-1-1200_page1.png,Jmt25Bpl80,DECK,DECK,0,0,0.736467662,0.996263981
18933-1-1200_page1.png,ykemwZ7RS6,"36'-0"" X 8'-0""","36'-0""* 8'-0""",0.142857143,0.666666667,0.830404218,0.498529772
18933-1-1200_page1.png,MlenY7Lvi3,MASTER SUITE,MASTERSUITE,0.083333333,1,0.847622222,0.987960975
18933-1-1200_page1.png,#NAME?,"14'-0"" X 12'-8""","14'-""X 12' -8""",0.2,1,0.967854242,0.417557041
18933-1-1200_page1.png,dpBI1jVjbG,M. BATH,BATHI,0.571428571,1,0.602680121,0.916377751
18933-1-1200_page1.png,Jf3W0bW_9E,BREAKFAST,BREAKFAST,0,0,0.881935886,0.988790445
18933-1-1200_page1.png,9ppTG7pgVy,"9'-6"" X 13'-0""","9'-6""X 13'",0.285714286,1,0.668333333,0.519233124
18933-1-1200_page1.png,CgWxzF5EiM,KITCHEN,KITCHEN,0,0,0.849453322,0.904574861
18933-1-1200_page1.png,95-Sv7U53d,"11'-4"" X 9'-0""","11""*-4""X 9' -0""",0.285714286,1,0.88937931,0.117900717
18933-1-1200_page1.png,gDcTvcQn1-,W.I.C,WI.C_,0.4,1,0.834810892,0.634225399
18933-1-1200_page1.png,O8C9gnmMV5,STORAGE,STORAGE,0,0,0.907349839,0.999711487
18933-1-1200_page1.png,uNnjRQ6cRp,"9'-6"" X 4'-0""","9""-6""X 4'-0""",0.153846154,0.666666667,0.899544765,0.628852958
18933-1-1200_page1.png,8POs5Ae_7f,GARAGE,GARAGE,0,0,0.786904182,0.997367651
18933-1-1200_page1.png,htZ6c-nr0s,"20'-0"" X 20'-0""","20'-0""' X 20'-0""",0.066666667,0.333333333,0.812723363,0.33553109
18933-1-1200_page1.png,1WNOPgqDFH,BEDROOM 2,BEDROOM 2,0,0,0.841386205,0.843289272
18933-1-1200_page1.png,BqJc1OZQjI,"12'-4"" X 10'-4""","12'-4""X 10'.45",0.2,1,0.866252548,0.291997181
18933-1-1200_page1.png,PVSTdCZTQa,BEDROOM 3,BEDROOM 3,0,0,0.8388151,0.877303879
18933-1-1200_page1.png,fZW-_IV82_,"11'-2"" X 10'-4""","11'-2""X 10'-4""",0.066666667,0.666666667,0.958802993,0.333239244
18933-1-1200_page1.png,LtuLtzbRPx,GREAT ROOM,GREAT ROOM,0,0,0.873291628,0.90808951
18933-1-1200_page1.png,hLJ72l5svb,"20'-10"" X 15'-0""","20'-10"" X 15'*-0""",0.0625,0.333333333,0.844228695,0.320061027
18933-1-1200_page1.png,JmldVJhU7K,COVERED PORCH,COVERED PORCH,0,0,0.943693739,0.711322212
18933-1-1200_page1.png,v2qYj-aEVr,"28'-0"" X 6'-0""","28'-0' * 6'-0""",0.142857143,0.666666667,0.772301651,0.294386556
18933-1-1200_page1.png,166CdJgtJ4,"68'-0""","68'-0""",0,0,0.921920121,0.999196971
18933-1-1200_page1.png,95bfYOTTAd,"29'-0""",3,1,1,0.430850682,0.576034137
18945-1-1200_page1.png,w23b7eagpP,DECK,DECK,0,0,0.929016527,0.997977138
18945-1-1200_page1.png,dljBzC25Zs,"45'-0"" X 10'-0""","45'-0""X1' -0""",0.266666667,1,0.848363999,0.41131586
18945-1-1200_page1.png,uTAZVeBHan,LAUNDRY,LAUNDRY,0,0,0.893544267,0.990477619
18945-1-1200_page1.png,8vsRHGW1bU,"14'-4"" X 4'-10""","14-4X4-10""",0.333333333,1,0.719357746,0.634176988
18945-1-1200_page1.png,N7TUKcln23,DINING ROOM,DINING ROOM,0,0,0.862187048,0.996281146
18945-1-1200_page1.png,yS3O55YGDr,"10'-0"" X 10'-8""","10'-0"" X10'-8""",0.066666667,0.666666667,0.876329263,0.672494835
18945-1-1200_page1.png,O_s8RuhNyl,MASTER,MASTERI,0.166666667,1,0.912266051,0.771420798
18945-1-1200_page1.png,2PICAFTgtm,BATH,BATH,0,0,0.7922539,0.999845147
18945-1-1200_page1.png,YeqEisu2gd,W.I.C,WIC_,0.6,1,0.779560811,0.727013291
18945-1-1200_page1.png,908jOkusQS,KITCHEN,KITCHEN,0,0,0.794235115,0.982629014
18945-1-1200_page1.png,Bsaxrv-Lzo,"10'-0"" X 10'-8""","10-0"" X1O -8""",0.266666667,1,0.874930825,0.382883787
18945-1-1200_page1.png,HwID93SAV9,ISLAND,ISLAND,0,0,0.904460041,0.999832777
18945-1-1200_page1.png,Uz6956H6NV,BEDROOM 3,BEDROOM 3,0,0,0.959071828,0.999458955
18945-1-1200_page1.png,gRhX4-lwZJ,"14'-4"" X 10'-4""","14""-4""X10 -4""",0.266666667,1,0.736541732,0.375586367
18945-1-1200_page1.png,mOqsnFaG8Z,MASTER BEDROOM,MASTER BEDROOM,0,0,0.880560357,0.996955116
18945-1-1200_page1.png,D28p8Fk2Cq,"14'-4"" X 15'-2""","74""-X15 -2""",0.466666667,1,0.861310835,0.312426064
18945-1-1200_page1.png,G4Vm_9IWrS,GREAT ROOM,GREAT Room,0.3,0.5,0.929605805,0.541232958
18945-1-1200_page1.png,ETZJFWB8-i,"20'-0"" X 15'-10""","20'-0"" X15'-10""",0.0625,0.666666667,0.978421053,0.745906193
18945-1-1200_page1.png,7GcvHQrdxT,BATH 2,BATH 2,0,0,0.962596565,0.984422463
18945-1-1200_page1.png,pjCLS3RV8P,BEDROOM 2,BEDROOM 2,0,0,0.767306335,0.971826768
18945-1-1200_page1.png,tgE1DA7H-D,"12'-4"" X 10'-4""","T2 -FXo-4""",0.6,1,0.753548169,0.096159349
18945-1-1200_page1.png,ZT9f_RcU0t,COVERED PORCH,COVERED PORCH,0,0,0.94675894,0.877862329
18945-1-1200_page1.png,r2Vz3kFQBN,"45'-0"" X 5'-0""","45-0""x5'-0""",0.285714286,1,0.689206423,0.810439722
18945-1-1200_page1.png,NRGLcai836,"50'-4""","-50'-4""",0.166666667,1,0.783481801,0.494449446
18945-1-1200_page1.png,_KfIfJnE-v,"27'-6""",~,1,1,0.404991759,0.922872523
18951-1-1200_page1.png,atkpeEbKP2,"50'-0""","50'-0""_",0.166666667,1,0.788041532,0.674540671
18951-1-1200_page1.png,z0KIA8HPSC,DECK,DECK,0,0,0.678046307,0.998968899
18951-1-1200_page1.png,F1RS20U-vD,"12'-0"" X 8'-0""","12""'-0"" X 8'-0""",0.071428571,0.333333333,0.832077867,0.529456384
18951-1-1200_page1.png,KSOn89pt-Z,BEDROOM 3,BEDROOM 3,0,0,0.934229254,0.838316598
18951-1-1200_page1.png,UNttLSOZI2,"9'-8"" X 12'-2""","9 -8"" X12 -2""",0.214285714,1.333333333,0.768854167,0.353630613
18951-1-1200_page1.png,LKl20rJFQA,UTILITY,UTILITY,0,0,0.930551416,0.991044182
18951-1-1200_page1.png,rl9dBAV3Kk,DINING,DINING,0,0,0.743766286,0.999687352
18951-1-1200_page1.png,Simss6LU5l,"10'-6"" X 9'-0""","10'-6""X 9'-0""",0.071428571,0.666666667,0.907676375,0.435370049
18951-1-1200_page1.png,E0QNR2otWI,KITCHEN,KITCHEN,0,0,0.821381665,0.950691768
18951-1-1200_page1.png,Y9vREyOlDO,"10'-4"" X 11'-6""","10'-4"" X11'-6""",0.066666667,0.666666667,0.81763949,0.828771322
18951-1-1200_page1.png,ybUJTODX2P,M.BATH,M.BATH,0,0,0.77664918,0.972531343
18951-1-1200_page1.png,q-3xIxVyvI,"11'-6"" X 11'-6""","11""6""X TT -6""",0.4,1,0.714628965,0.14591551
18951-1-1200_page1.png,Xyf4iUPM4U,"28'-0""",3,1,1,0.336707197,0.718036874
18951-1-1200_page1.png,b4cMgSJuep,BEDROOM 2,BEDROOM 2,0,0,0.773007712,0.644098798
18951-1-1200_page1.png,Rq88PgvVi9,"9'-8"" X 12'-2""","9'-8"" X 12'-2""",0,0,0.801250851,0.606996676
18951-1-1200_page1.png,IJYnoZzU1W,BATH 2,BATH 2,0,0,0.858425967,0.993882842
18951-1-1200_page1.png,nBee1l5Sgj,GREAT ROOM,GREAT ROOM,0,0,0.799629422,0.64901372
18951-1-1200_page1.png,gMCnj1b5B_,"21'-0"" X 15'-4""","21'-0"" X 15'-4""",0,0,0.797445607,0.638640344
18951-1-1200_page1.png,oTN28-0pij,MASTER BED,MASTER BED,0,0,0.766869925,0.968881881
18951-1-1200_page1.png,-3EXkc_E85,"11'-6"" X 15'-4""","11'-6""X 15'-4""",0.066666667,0.666666667,0.84637616,0.71672717
18951-1-1200_page1.png,t7YQjaIOMk,PORCH,PORCH,0,0,0.758522872,0.994953846
18951-1-1200_page1.png,atFyF2W-jN,"28'-0"" X 6'-0""","28'-0""X6'-0""",0.142857143,1,0.842949154,0.894976275
20325-1-1200_page1.png,wpb-SfICbh,DECK,DECK,0,0,0.951551827,0.999932766
20325-1-1200_page1.png,JvwSPDJbk8,DINING,DINING,0,0,0.943994889,0.74426927
20325-1-1200_page1.png,gdXgPdRW-O,"12'-1"" x 9'-5""","12'-1"" x9'-5""",0.071428571,0.666666667,0.894952505,0.722168787
20325-1-1200_page1.png,eI2WdAoIBb,MASTER,MASTER,0,0,0.905264093,0.999984475
20325-1-1200_page1.png,4wORZSFKjb,BDRM,BDRM,0,0,0.898958811,0.999936223
20325-1-1200_page1.png,fSclpcQmsk,"13'-0"" x 14'-0""","13'-0"" x 14'-0""",0,0,0.857925695,0.899926009
20325-1-1200_page1.png,5VtzNDu0Nl,BEDROOM #2,BEDROOM #2,0,0,0.91102621,0.978982755
20325-1-1200_page1.png,fadNoaGcRT,"12'-0"" x 12'-0""","12'-0"" x 12'-0""",0,0,0.719783156,0.571122671
20325-1-1200_page1.png,12TT0i2ysd,LINEN,LINEN|,0.2,1,0.963595721,0.341460512
20325-1-1200_page1.png,UCfJvmI2Aj,PANTRY,PANTRY,0,0,0.90247954,0.863112975
20325-1-1200_page1.png,9GWFvrOzql,BATH,BATH,0,0,0.87153425,0.999992669
20325-1-1200_page1.png,Vh2vowYqi3,KITCHEN,KITCHEN,0,0,0.865682157,0.999970893
20325-1-1200_page1.png,DrF6evDPww,"12'-0"" x 16'-9""","12'-0"" x 16'-9""",0,0,0.825883918,0.65985221
20325-1-1200_page1.png,HEOVHZA1YN,BATH,BATH,0,0,0.907418761,0.999976635
20325-1-1200_page1.png,dIlrWD7XQ1,WIC,WIC,0,0,0.794892456,0.953097582
20325-1-1200_page1.png,krENwSlUnV,FAMILY,FAMILY,0,0,0.939932685,0.999881786
20325-1-1200_page1.png,Z40rSIo5Y6,"17'-0"" x 16'-8""","17'-0"" x 16'-8""",0,0,0.813605431,0.70646441
20325-1-1200_page1.png,DOePh5t1tr,BEDROOM #3,BEDROOM #3,0,0,0.955578304,0.928890336
20325-1-1200_page1.png,ICI88U0ws6,"12'-0"" x 12'-0""","12'-0"" x 12'-0""",0,0,0.831395349,0.677981501
20325-1-1200_page1.png,dnwh4qLgTz,PORCH,PORCH,0,0,0.888817755,0.999962895
20325-1-1200_page1.png,MjRqfKyhxi,COAT,COATI,0.25,1,0.865076261,0.819075144
20444-1-1200_page1.png,XHdKmQjCq2,Owners' Suite,Owners',0.461538462,0.5,0.506379109,0.586641009
20444-1-1200_page1.png,h7sJCwHlhF,"15'4"" x 12'","15'4"" x 12'",0,0,0.824380559,0.842499352
20444-1-1200_page1.png,dqzWTM7W7r,bath,balh,0.25,1,0.932850625,0.569683015
20444-1-1200_page1.png,GHrg6MOakH,5' x,5' X,0.25,0.5,0.583738707,0.253998415
20444-1-1200_page1.png,Jf_OR_vB8k,"8'6""","8'6""",0,0,0.828402367,0.859615147
20444-1-1200_page1.png,HGGbltAC6l,Bedroom,Bedroom,0,0,0.816421469,0.633446741
20444-1-1200_page1.png,jXQ-LBrR8P,12' x 10',12' x 10',0,0,0.79790146,0.424256354
20444-1-1200_page1.png,ZIw4V9bMNC,bath,balh,0.25,1,0.921508612,0.974004269
20444-1-1200_page1.png,Ry2KxwMHwE,"9'10""","9'10""",0,0,0.847150259,0.741457867
20444-1-1200_page1.png,nttI3Pb2wN,x 6',X6',0.5,1,0.763066202,0.905823028
20444-1-1200_page1.png,yXYl9BdUJu,walk-in,walk-in,0,0,0.863436123,0.999741723
20444-1-1200_page1.png,pJ--jS8bPp,closet,closet,0,0,0.842755537,0.99520347
20444-1-1200_page1.png,aTzN7w78KD,"6'10"" x 6'","6'10"" x6'",0.1,0.666666667,0.785887821,0.591018961
20444-1-1200_page1.png,YUof1jLGjK,wh,wh),0.5,1,0.664858582,0.672883615
20444-1-1200_page1.png,93RoFmMDHE,Dn to,Dn to,0,0,0.835485682,0.967909581
20444-1-1200_page1.png,dIdq7Fc5lc,Alt.,Alt.,0,0,0.793032162,0.903144121
20444-1-1200_page1.png,iWTl6e6CFE,Bsmt,Bsmt,0,0,0.791970803,0.992191494
20444-1-1200_page1.png,PLd4tKqsJM,Utility,Utility,0,0,0.657946654,0.999978688
20444-1-1200_page1.png,w6DlNleKQg,12' x 7',12' x7',0.125,0.666666667,0.837046623,0.548650634
20444-1-1200_page1.png,ZvuOTxdWKK,storage,storage,0,0,0.835939107,0.999442146
20444-1-1200_page1.png,scopYFljN1,Up,Up,0,0,0.920890954,0.99999587
20444-1-1200_page1.png,g8HvFHJDuN,Vaulted,Vaulted,0,0,0.896094631,0.999907812
20444-1-1200_page1.png,DXB3_-NHjA,Great Room,Great Room,0,0,0.954058556,0.999054334
20444-1-1200_page1.png,hB_zKMtZXA,"20'8"" x 16'10""","20'*8"" x 16'10""",0.071428571,0.333333333,0.844703911,0.374628403
20444-1-1200_page1.png,JrYIBmgWwn,slope,slope,0,0,0.735691318,0.999433861
20444-1-1200_page1.png,sZ7ZXQqXgu,slope,slope,0,0,0.729591209,0.761606913
20444-1-1200_page1.png,GLPEfx-Jee,Vaulted,Vaulted,0,0,0.90514823,0.999946968
20444-1-1200_page1.png,BIMcXgr6hA,Kitchen,Kitchen,0,0,0.825020221,0.99998797
20444-1-1200_page1.png,di1kjokdUh,"12'4"" x 9'","124"" x 9'",0.1,0.333333333,0.84926934,0.460687736
20444-1-1200_page1.png,phMqSt8fl-,flush eating bar,flush eating bar,0,0,0.76560686,0.948587537
20444-1-1200_page1.png,JqvnW_y0E3,Vaulted,Vaulted,0,0,0.862520412,0.999963459
20444-1-1200_page1.png,1C8gmrXrhM,Dining,Dining,0,0,0.704843617,0.999995182
20444-1-1200_page1.png,rg2XKhKK59,"12'4"" x 10'","124""x10'",0.272727273,1,0.861284421,0.809950971
20444-1-1200_page1.png,mdwFuEZxE8,Vaulted,Vaulted,0,0,0.760304005,0.999957736
20444-1-1200_page1.png,NDkgBt4M3v,Covered Patio,Covered Patio,0,0,0.862779354,0.937976375
20444-1-1200_page1.png,DthW7LfZcr,34' x 6',34' x 6',0,0,0.830367734,0.360784517
20444-1-1200_page1.png,9go_Qx56u5,34',34',0,0,0.90889201,0.919595778
20444-1-1200_page1.png,F0jRbdWBR4,46',46',0,0,0.802843046,0.999827181
24288-1-1200_page1.png,PEPHGjumA5,BREAKFAST /,BBREAKFAST,0.272727273,1,0.668295066,0.672888131
24288-1-1200_page1.png,aS2_VqAC1L,HEARTH RM.,HEARTH,0.4,0.5,0.571561338,0.988696086
24288-1-1200_page1.png,Tog9gHrEkx,"10'-0"" X 14'-4""","I0'-0"" X 14'-4""",0.066666667,0.333333333,0.750859107,0.494246694
24288-1-1200_page1.png,XBKhudkAsE,GRILLING,GRILLING,0,0,0.75098783,0.87663648
24288-1-1200_page1.png,_T6UYrjzbg,PORCH,PORCH,0,0,0.782366122,0.989141732
24288-1-1200_page1.png,8FyEl_R6n5,"13'-2"" X 6'-0""","13'-2"" X 6'-0""",0,0,0.874750373,0.699831433
24288-1-1200_page1.png,H_2JWj8Eqm,MASTER,MASTER,0,0,0.837841636,0.999786639
24288-1-1200_page1.png,CQu5dvd4wO,SUITE,SUITE,0,0,0.631092275,0.999200655
24288-1-1200_page1.png,Iv3eaukIvk,"15'-0"" X 12'-0""","15'-I0"" X 12'-0""",0.066666667,0.333333333,0.839991451,0.723675602
24288-1-1200_page1.png,hwwdGTuuV9,9' BOXED CEILING,9' BOXED CEILING,0,0,0.841475645,0.928520794
24288-1-1200_page1.png,fKb0lOQlIH,M.BATH,M.BATH,0,0,0.731115664,0.747020098
24288-1-1200_page1.png,neddjUnSdj,"12'-0"" X","12'-0""X",0.125,1,0.810063224,0.634279926
24288-1-1200_page1.png,3_SfiFrwSs,"13'-8""","13'-8""",0,0,0.724114639,0.744305755
24288-1-1200_page1.png,LV4jwZR2UH,LIN.,IIN,0.5,1,0.737311686,0.707108074
24288-1-1200_page1.png,ynsYMvV8fN,GREAT RM.,GREAT RM:,0.111111111,0.5,0.890146288,0.606226435
24288-1-1200_page1.png,i2QLX9tReB,"17'-0"" X 17'-4""","17'-0"" X 17'-4""",0,0,0.759044205,0.781533342
24288-1-1200_page1.png,rzZF_82h2C,10' CEILING,I0' CEILING,0.090909091,0.5,0.687016687,0.653661102
24288-1-1200_page1.png,VSFJG8OJ0y,RG.,RG.,0,0,0.795149968,0.966386233
24288-1-1200_page1.png,kHQDmmWkmm,DW,DW,0,0,0.746753247,0.998386916
24288-1-1200_page1.png,lxs3uXZ9jf,SHWR,SHWR,0,0,0.763448784,0.999923468
24288-1-1200_page1.png,u04XaZknJy,WHP,WHP,0,0,0.783430753,0.950169146
24288-1-1200_page1.png,TSZLCacLo2,TUB,TUB,0,0,0.748021481,0.985021064
24288-1-1200_page1.png,5yRwuTn7MR,GLASS,GLASS,0,0,0.896107876,0.924893037
24288-1-1200_page1.png,fjnitAPZGU,BLKS,BLKS,0,0,0.753982301,0.981816232
24288-1-1200_page1.png,bNyut_yJJZ,LEDGE,LEDGE,0,0,0.813011966,0.99561379
24288-1-1200_page1.png,y8TzsO0RRW,KITCHEN,KITCHEN,0,0,0.780221215,0.996927519
24288-1-1200_page1.png,AVofeK2cvU,"10'-0"" X 15'-8""","10'-0"" X 15'-8""",0,0,0.915531335,0.453091454
24288-1-1200_page1.png,xOjI5WPywe,REF.,REF .,0.25,2,0.777452416,0.604922497
24288-1-1200_page1.png,y9n-L5AyHJ,PAN.,PAN.,0,0,0.808458172,0.435455104
24288-1-1200_page1.png,HfilTU1YYN,MC,,1,1,0,
24288-1-1200_page1.png,78E2Wqiu_Q,BEDROOM 3,BEDROOM,0.222222222,0.5,0.725566056,0.999796381
24288-1-1200_page1.png,c03tsZTyb8,"9'-8"" X 11'-0""","9'-8"" X Il'-0""",0.142857143,0.333333333,0.724365714,0.628110881
24288-1-1200_page1.png,2k2wycJZn8,LAUNDRY,LAUNDRY,0,0,0.859809409,0.999155249
24288-1-1200_page1.png,qUPCarTpNr,"7'-4"" X 6'-3""","7'-4"" X 6'-3""",0,0,0.730231884,0.694101715
24288-1-1200_page1.png,vDjt7Ykk_1,BATH,BATH,0,0,0.806775229,0.999884367
24288-1-1200_page1.png,Xi5sQHEcRI,FOYER,FOYER,0,0,0.90684624,0.987878915
24288-1-1200_page1.png,JKZCi--WI7,"7'-0"" X 5'-0""","7'-0"" X 5'-0""",0,0,0.845117101,0.684300322
24288-1-1200_page1.png,E3_XItuiuC,STUDY,STUDY,0,0,0.765072524,0.99813894
24288-1-1200_page1.png,8fGU_HrJg8,BEDROOM 2 /,BEDROOM 2 /,0,0,0.86328471,0.793385896
24288-1-1200_page1.png,7aWGQNCfH8,"12'-0"" X 11'-4""","12'-0"" X Il'-4""",0.133333333,0.333333333,0.722377977,0.42209178
24288-1-1200_page1.png,hO-1f1uNPQ,GARAGE,GARAGE,0,0,0.871632912,0.999552193
24288-1-1200_page1.png,OFJppxr4p3,"20'-0"" X 24'-2""","20'-0"" X 24'-2""",0,0,0.878007322,0.578349176
24288-1-1200_page1.png,5vMunnW83f,PORCH,PORCH,0,0,0.774232879,0.97637926
24288-1-1200_page1.png,JkjLUOkUDe,"7'-0"" X 5'-0""","7'-0"" X 5'-0""",0,0,0.656541836,0.776657984
25796-1-1200_page1.png,zdJ8izUumh,"49'-0""","49'-0""",0,0,0.88377224,0.702666196
25796-1-1200_page1.png,wgjE8YCRkP,Porch,Porch,0,0,0.910655419,0.999393617
25796-1-1200_page1.png,lWTstn5H-l,32'-0 x 10-0,32 0x 100,0.333333333,1,0.812002449,0.489195825
25796-1-1200_page1.png,_jnJQdXsec,Master,Master,0,0,0.939925086,0.971479382
25796-1-1200_page1.png,h54BVjXVJp,Suite,Suite,0,0,0.830901427,0.999538785
25796-1-1200_page1.png,Nx5pbhjaZi,13-5 x 11-9,135X 11-9,0.272727273,0.666666667,0.878426112,0.41801983
25796-1-1200_page1.png,TgEyzsoK3c,9-0 CLG,90CLG,0.285714286,1,0.695173307,0.964529193
25796-1-1200_page1.png,Fj8pyx-3UO,BARN,BARN,0,0,0.641021453,0.99999243
25796-1-1200_page1.png,mvGZW4cmqQ,DOOR,DOOR,0,0,0.811386414,0.99953407
25796-1-1200_page1.png,47gaiKv41z,Ldry.,Ldry:,0.2,1,0.822572957,0.819472495
25796-1-1200_page1.png,xEa9r7RuoQ,8'-1 x 11-11,8'-1X 11-11,0.166666667,0.666666667,0.687630526,0.516990806
25796-1-1200_page1.png,sw6V1mgdUk,9-0 CLG,90 CLG,0.142857143,0.5,0.683443302,0.791051926
25796-1-1200_page1.png,KnWPBqdD-p,Dining,Dining,0,0,0.662435026,0.999968804
25796-1-1200_page1.png,IdBL7AkUOn,10'-0 x 11-9,10'Ox 11-9,0.25,0.666666667,0.789298586,0.799637616
25796-1-1200_page1.png,Ci9dIQomnV,VAULTED CLG,VAULTEDCLG,0.090909091,1,0.744495222,0.999674415
25796-1-1200_page1.png,qS9vOd5ZP6,Family,Family,0,0,0.856793995,0.999995863
25796-1-1200_page1.png,bIuZtJxaei,Room,Room,0,0,0.747999135,0.99993825
25796-1-1200_page1.png,pDEBFF7T2n,13-3 x 14-3,133X143,0.454545455,1,0.828186168,0.672149397
25796-1-1200_page1.png,p4FIxv8eQn,VAULTED CLG,VAULTEDCLG,0.090909091,1,0.864922584,0.837622771
25796-1-1200_page1.png,HhgwbC-DWQ,M.,,1,1,0.180565407,
25796-1-1200_page1.png,UIrvk2YNqD,Bath,,1,1,0.298936062,
25796-1-1200_page1.png,wggnQ5hMkh,12-0 x 10-7,120x107,0.363636364,1,0.874042595,0.850650298
25796-1-1200_page1.png,wgCyx4Pf5d,9-0 CLG,9OCLG,0.428571429,1,0.756610169,0.915918113
25796-1-1200_page1.png,IjgYdSlTLp,Wic,Wic,0,0,0.844300359,0.996295217
25796-1-1200_page1.png,HjzOmA2RPw,Porch,Porch,0,0,0.823696346,0.943700277
25796-1-1200_page1.png,MEHHJbSjMZ,8'-6 x 12-6,8'6x 12-6,0.181818182,0.666666667,0.774666667,0.486570917
25796-1-1200_page1.png,U1fE6v8FKp,ISLAND,ISLAND,0,0,0.91838063,0.999921986
25796-1-1200_page1.png,vS8Adc2kFK,Kit,Kit,0,0,0.830464267,0.999943426
