image_filename,region_id,gt_text,raw_pred_text,post_processed_text,cer_raw,wer_raw,cer_post,wer_post,iou_with_best,matched_conf,source
814-1-1200_page1.png,J77jq4ZDJO,Entry,Entry,ENTRY,0,0,0,0,0.872059667,0.978291882,processed_horiz
814-1-1200_page1.png,akPjNG_oav,Nook,Nook,NOOK,0,0,0,0,0.914471545,0.999689341,processed_horiz
814-1-1200_page1.png,UTZ9VJ0ZNK,"8'8"" x 11'","8'8"" X 11'","8'8"" x 11'",0,0,0,0,0.846767221,0.411538804,raw_horiz
814-1-1200_page1.png,-2neeUJkHz,Covered Porch,Covered Porch,Covered Porch,0,0,0,0,0.736529933,0.922384565,raw_horiz
814-1-1200_page1.png,DXswcpSSRG,46',46',46',0,0,0,0,0.864396411,0.999907499,processed_horiz
814-1-1200_page1.png,MZPW4pwZlJ,32',32',32',0,0,0,0,0.690335306,0.606814921,processed_horiz
3601-1-1200_page1.png,0v6odL8_rB,"50'-0""","50'-0""","50'-0""",0,0,0,0,0.894632974,0.970669543,processed_horiz
3601-1-1200_page1.png,guRKsCYh65,PATIO,PATIO,PATIO,0,0,0,0,0.850717825,0.984627118,raw_horiz
3601-1-1200_page1.png,m1OHY5cBeG,M. BEDROOM,M BEDROOM,M. BEDROOM,0.1,0.5,0,0,0.915648946,0.912562993,raw_horiz
3601-1-1200_page1.png,yccub4SnPZ,13' x 13',13'x 13',13' x 13',0.111111111,0.666666667,0,0,0.793437244,0.675295898,processed_horiz
3601-1-1200_page1.png,VGhg1uTaH_,BATH,BATH,BATH,0,0,0,0,0.922528436,0.999150217,raw_horiz
3601-1-1200_page1.png,VchPocXSuv,KITCHEN,KITCHEN,KITCHEN,0,0,0,0,0.822992701,0.995494501,raw_horiz
3601-1-1200_page1.png,e8QOEyhQwT,"9' x 9'9""","9' * 99""","9' x 99""",0.222222222,0.666666667,0.111111111,0.333333333,0.832090683,0.535114287,raw_horiz
3601-1-1200_page1.png,YzZejseph4,DINING,DINING,DINING,0,0,0,0,0.881952327,0.998620028,raw_horiz
3601-1-1200_page1.png,C2C_Q8EF0x,10' x 10',"10""'* 10'","10""' x 10'",0.333333333,0.666666667,0.111111111,0.333333333,0.879311488,0.219288512,raw_horiz
3601-1-1200_page1.png,JoWCiKCzvE,BEDROOM,BEDROOM,MUDROOM,0,0,0,0,0.644376568,0.999618705,raw_horiz
3601-1-1200_page1.png,A_z4DKawvr,"11'5"" x 10'","115""* 10'","115"" x 10'",0.272727273,0.666666667,0.090909091,0.333333333,0.791781959,0.350727399,raw_horiz
3601-1-1200_page1.png,Bdmeji06zD,BATH,BATH,BATH,0,0,0,0,0.96015364,0.993718803,raw_horiz
3601-1-1200_page1.png,LRpdcb2rqk,LIVING ROOM,LIVING ROOM,LIVING ROOM,0,0,0,0,0.883167253,0.842075298,raw_horiz
3601-1-1200_page1.png,Lg1KH69-hZ,BEDROOM,BEDROOM,MUDROOM,0,0,0,0,0.849104821,0.998428829,raw_horiz
3601-1-1200_page1.png,NWn8pfB_2P,PORCH,PORCH,PORCH,0,0,0,0,0.788999591,0.986011593,processed_horiz
3601-1-1200_page1.png,w6tfTe3tIC,2 CAR GARAGE,2CAR GARACE,2CAR GARACE,0.166666667,1,0.166666667,1,0.87896811,0.894484546,processed_horiz
3601-1-1200_page1.png,Q27SZdObb0,W.I.C,WC,WC,0.6,1,0.666666667,1,0.769773885,0.692656073,raw_horiz
3601-1-1200_page1.png,PbjyjM628f,UTILITY,UTILITY,UTILITY,0,0,0,0,0.824216049,0.849261344,raw_horiz
3601-1-1200_page1.png,I0h309z70q,MAIN LEVEL FLOOR PLAN,MAIN LEVEL FLOOR PLAN,MAIN LEVEL FLOOR PLAN,0,0,0,0,0.891031552,0.749975194,raw_horiz
3601-1-1200_page1.png,tDqwlZE9vN,"40'-0""",2,2,1,1,1,1,0.701773356,0.984662669,processed_vert
3601-1-1200_page1.png,e8YyfofTvw,"19'5"" x 20'8""","195"" x 20'8""","195"" x 20'8""",0.076923077,0.333333333,0.076923077,0.333333333,0.945924168,0.693318558,raw_horiz
3601-1-1200_page1.png,rQPw2BVxvs,"18' x 14'4""",18'x 144n,18' x 144n,0.272727273,1,0.181818182,0.333333333,0.892421404,0.456738138,processed_horiz
3601-1-1200_page1.png,TDSDOuJaE5,11'5 x 12',"11'5""x 12'","11'5"" x 12'",0.1,0.666666667,0.1,0.333333333,0.868304296,0.296514248,raw_horiz
18933-1-1200_page1.png,Jmt25Bpl80,DECK,DECK,DECK,0,0,0,0,0.827758414,0.999711812,processed_horiz
18933-1-1200_page1.png,ykemwZ7RS6,"36'-0"" X 8'-0""","36*-Q"" X 8'-0""","36 x -Q"" x 8'-0""",0.142857143,0.333333333,0.285714286,1,0.880341594,0.677618899,processed_horiz
18933-1-1200_page1.png,MlenY7Lvi3,MASTER SUITE,MASTERSUITE,MASTERSUITE,0.083333333,1,0.083333333,1,0.847622222,0.987960975,raw_horiz
18933-1-1200_page1.png,#NAME?,"14'-0"" X 12'-8""","14'-Q"" X 12'-8""","14'-Q"" x 12'-8""",0.066666667,0.333333333,0.066666667,0.333333333,0.966230724,0.464470636,processed_horiz
18933-1-1200_page1.png,dpBI1jVjbG,M. BATH,BATHI,BATH,0.571428571,1,0.428571429,0.5,0.602680121,0.916377751,raw_horiz
18933-1-1200_page1.png,Jf3W0bW_9E,BREAKFAST,BREAKFAST,BREAKFAST,0,0,0,0,0.881935886,0.988790445,raw_horiz
18933-1-1200_page1.png,9ppTG7pgVy,"9'-6"" X 13'-0""","9*-6""% 13'-0","9 x -6"" x 13'-0",0.285714286,1,0.285714286,1.333333333,0.910577813,0.577166825,processed_horiz
18933-1-1200_page1.png,CgWxzF5EiM,KITCHEN,KITCHEN,KITCHEN,0,0,0,0,0.858976341,0.999086788,processed_horiz
18933-1-1200_page1.png,95-Sv7U53d,"11'-4"" X 9'-0""","I['-4""X 9'-0""","I['-4"" x 9'-0""",0.214285714,0.666666667,0.142857143,0.333333333,0.798992646,0.482504527,processed_horiz
18933-1-1200_page1.png,gDcTvcQn1-,W.I.C,WI.C_,W.I.C.,0.4,1,0,0,0.834810892,0.634225399,raw_horiz
18933-1-1200_page1.png,O8C9gnmMV5,STORAGE,STORAGE,STORAGE,0,0,0,0,0.907349839,0.999711487,raw_horiz
18933-1-1200_page1.png,uNnjRQ6cRp,"9'-6"" X 4'-0""","9*-6"" X 4'-0""","9 x -6"" x 4'-0""",0.076923077,0.333333333,0.230769231,1,0.891116173,0.636181068,processed_horiz
18933-1-1200_page1.png,8POs5Ae_7f,GARAGE,GARAGE,GARAGE,0,0,0,0,0.910157325,0.999895267,processed_horiz
18933-1-1200_page1.png,htZ6c-nr0s,"20'-0"" X 20'-0""","Z0'-0""X 20'-0""","20'-0"" x 20'-0""",0.133333333,0.666666667,0,0,0.885282423,0.457640652,processed_horiz
18933-1-1200_page1.png,1WNOPgqDFH,BEDROOM 2,BEDROOM 2,BEDROOM 2,0,0,0,0,0.877955494,0.992891503,processed_horiz
18933-1-1200_page1.png,BqJc1OZQjI,"12'-4"" X 10'-4""","12'-4""X [0'-4""","12'-4"" x 10'-4""",0.133333333,1,0,0,0.914102242,0.296401548,processed_horiz
18933-1-1200_page1.png,PVSTdCZTQa,BEDROOM 3,BEDROOM 3,BEDROOM 3,0,0,0,0,0.893817204,0.995486802,processed_horiz
18933-1-1200_page1.png,fZW-_IV82_,"11'-2"" X 10'-4""","11'-2""X 10'-4""","11'-2"" x 10'-4""",0.066666667,0.666666667,0,0,0.958802993,0.333239244,raw_horiz
18933-1-1200_page1.png,LtuLtzbRPx,GREAT ROOM,GREAT ROOM,GREAT ROOM,0,0,0,0,0.873291628,0.90808951,raw_horiz
18933-1-1200_page1.png,hLJ72l5svb,"20'-10"" X 15'-0""","20'-1Q"" X 15'.0""","20'-10"" x 15'.0""",0.125,0.666666667,0.0625,0.333333333,0.837216828,0.491972604,processed_horiz
18933-1-1200_page1.png,JmldVJhU7K,COVERED PORCH,COVERED PORCH,COVERED PORCH,0,0,0,0,0.928443577,0.995299723,processed_horiz
18933-1-1200_page1.png,v2qYj-aEVr,"28'-0"" X 6'-0""","28'-0""X 6'-0""","28'-0"" x 6'-0""",0.071428571,0.666666667,0,0,0.781061216,0.52600293,processed_horiz
18933-1-1200_page1.png,166CdJgtJ4,"68'-0""","68'-0""","68'-0""",0,0,0,0,0.921920121,0.999196971,raw_horiz
18933-1-1200_page1.png,95bfYOTTAd,"29'-0""",8,8,1,1,1,1,0.779277474,0.931495651,processed_vert
18945-1-1200_page1.png,w23b7eagpP,DECK,DECK,DECK,0,0,0,0,0.929016527,0.998912573,processed_horiz
18945-1-1200_page1.png,dljBzC25Zs,"45'-0"" X 10'-0""","45'-0""X10'-0""","45'-0"" x 10'-0""",0.133333333,1,0,0,0.914457738,0.395691057,processed_horiz
18945-1-1200_page1.png,uTAZVeBHan,LAUNDRY,LAUNDRY,LAUNDRY,0,0,0,0,0.893544267,0.990477619,raw_horiz
18945-1-1200_page1.png,8vsRHGW1bU,"14'-4"" X 4'-10""","14'-4"" X4 -10""","14'-4"" x 4 -10""",0.133333333,0.666666667,0.066666667,0.666666667,0.756059672,0.621566762,processed_horiz
18945-1-1200_page1.png,N7TUKcln23,DINING ROOM,DINING ROOM,DINING ROOM,0,0,0,0,0.862187048,0.996281146,raw_horiz
18945-1-1200_page1.png,yS3O55YGDr,"10'-0"" X 10'-8""","10'-0"" X10'-8""","10'-0"" x 10'-8""",0.066666667,0.666666667,0,0,0.876329263,0.672494835,raw_horiz
18945-1-1200_page1.png,O_s8RuhNyl,MASTER,MASTERI,MASTERI,0.166666667,1,0.166666667,1,0.912266051,0.771420798,raw_horiz
18945-1-1200_page1.png,2PICAFTgtm,BATH,BATH,BATH,0,0,0,0,0.850855746,0.999690533,processed_horiz
18945-1-1200_page1.png,YeqEisu2gd,W.I.C,WIC_,WIC_,0.6,1,0.5,1,0.779560811,0.727013291,raw_horiz
18945-1-1200_page1.png,908jOkusQS,KITCHEN,KITCHEN,KITCHEN,0,0,0,0,0.794235115,0.982629014,raw_horiz
18945-1-1200_page1.png,Bsaxrv-Lzo,"10'-0"" X 10'-8""","10'-0"" X10-8'","10'-0"" x 10-8'",0.2,0.666666667,0.133333333,0.333333333,0.838265306,0.412662046,processed_horiz
18945-1-1200_page1.png,HwID93SAV9,ISLAND,ISLAND,ISLAND,0,0,0,0,0.908543097,0.99838664,processed_horiz
18945-1-1200_page1.png,Uz6956H6NV,BEDROOM 3,BEDROOM 3,BEDROOM 3,0,0,0,0,0.959071828,0.999458955,raw_horiz
18945-1-1200_page1.png,gRhX4-lwZJ,"14'-4"" X 10'-4""","14""-4""X10 -4""","14""-4"" x 10 -4""",0.266666667,1,0.133333333,1,0.736541732,0.375586367,raw_horiz
18945-1-1200_page1.png,mOqsnFaG8Z,MASTER BEDROOM,MASTER BEDROOM,MASTER BEDROOM,0,0,0,0,0.880560357,0.996955116,raw_horiz
18945-1-1200_page1.png,D28p8Fk2Cq,"14'-4"" X 15'-2""","14'-4"" X15'-2""","14'-4"" x 15'-2""",0.066666667,0.666666667,0,0,0.870440707,0.57408821,processed_horiz
18945-1-1200_page1.png,G4Vm_9IWrS,GREAT ROOM,GREAT Room,GREAT Room,0,0,0,0,0.929605805,0.541232958,raw_horiz
18945-1-1200_page1.png,ETZJFWB8-i,"20'-0"" X 15'-10""","20'-0"" X15'-10""","20'-0"" x 15'-10""",0.0625,0.666666667,0,0,0.978421053,0.745906193,raw_horiz
18945-1-1200_page1.png,7GcvHQrdxT,BATH 2,BATH 2,BATH,0,0,0,0,0.962596565,0.984422463,raw_horiz
18945-1-1200_page1.png,pjCLS3RV8P,BEDROOM 2,BEDROOM 2,BEDROOM 2,0,0,0,0,0.767306335,0.971826768,raw_horiz
18945-1-1200_page1.png,tgE1DA7H-D,"12'-4"" X 10'-4""","12'-4"" X1O'-4""","12'-4"" x 1O'-4""",0.133333333,0.666666667,0.066666667,0.333333333,0.738015928,0.327874624,processed_horiz
18945-1-1200_page1.png,ZT9f_RcU0t,COVERED PORCH,COVERED PORCH,COVERED PORCH,0,0,0,0,0.941787206,0.970478705,processed_horiz
18945-1-1200_page1.png,r2Vz3kFQBN,"45'-0"" X 5'-0""","45-0""x5'-0""","45-0"" x 5'-0""",0.214285714,1,0.071428571,0.333333333,0.689206423,0.810439722,raw_horiz
18945-1-1200_page1.png,NRGLcai836,"50'-4""","-50'-4""","-50'-4""",0.166666667,1,0.166666667,1,0.783481801,0.494449446,raw_horiz
18945-1-1200_page1.png,_KfIfJnE-v,"27'-6""",~,~,1,1,1,1,0.404991759,0.92261178,raw_vert
18951-1-1200_page1.png,atkpeEbKP2,"50'-0""","50'-0""","50'-0""",0,0,0,0,0.673376981,0.829101001,processed_horiz
18951-1-1200_page1.png,z0KIA8HPSC,DECK,DECK,DECK,0,0,0,0,0.768754192,0.999565899,processed_horiz
18951-1-1200_page1.png,F1RS20U-vD,"12'-0"" X 8'-0""","12'-0"" X 8'-0""","12'-0"" x 8'-0""",0,0,0,0,0.842364335,0.728011192,processed_horiz
18951-1-1200_page1.png,KSOn89pt-Z,BEDROOM 3,BEDROOM 3,BEDROOM 3,0,0,0,0,0.91930647,0.900979699,processed_horiz
18951-1-1200_page1.png,UNttLSOZI2,"9'-8"" X 12'-2""","9'-8""X12""-2""","9'-8"" x 12""-2""",0.214285714,1,0.071428571,0.333333333,0.757284542,0.385847471,processed_horiz
18951-1-1200_page1.png,LKl20rJFQA,UTILITY,UTILITY,UTILITY,0,0,0,0,0.930551416,0.991044182,raw_horiz
18951-1-1200_page1.png,rl9dBAV3Kk,DINING,DINING,DINING,0,0,0,0,0.743766286,0.999687352,raw_horiz
18951-1-1200_page1.png,Simss6LU5l,"10'-6"" X 9'-0""","10'-6""X 9'-0""","10'-6"" x 9'-0""",0.071428571,0.666666667,0,0,0.820076105,0.773209076,processed_horiz
18951-1-1200_page1.png,E0QNR2otWI,KITCHEN,KITCHEN,KITCHEN,0,0,0,0,0.821381665,0.950691768,raw_horiz
18951-1-1200_page1.png,Y9vREyOlDO,"10'-4"" X 11'-6""","10'-4"" X11'-6""","10'-4"" x 11'-6""",0.066666667,0.666666667,0,0,0.81763949,0.828771322,raw_horiz
18951-1-1200_page1.png,ybUJTODX2P,M.BATH,M.BATH,BATH,0,0,0,0,0.77664918,0.972531343,raw_horiz
18951-1-1200_page1.png,q-3xIxVyvI,"11'-6"" X 11'-6""","41*6"" X","41 x 6"" x",0.666666667,0.666666667,0.733333333,1,0.474725189,0.773140086,processed_horiz
18951-1-1200_page1.png,Xyf4iUPM4U,"28'-0""",8,8,0.833333333,1,0.833333333,1,0.393108115,0.966724813,processed_vert
18951-1-1200_page1.png,b4cMgSJuep,BEDROOM 2,BEDROOM 2,BEDROOM 2,0,0,0,0,0.80856864,0.979867614,processed_horiz
18951-1-1200_page1.png,Rq88PgvVi9,"9'-8"" X 12'-2""","9'-8"" X 12'-2""","9'-8"" x 12'-2""",0,0,0,0,0.755759821,0.66558942,processed_horiz
18951-1-1200_page1.png,IJYnoZzU1W,BATH 2,BATH 2,BATH,0,0,0,0,0.858425967,0.993882842,raw_horiz
18951-1-1200_page1.png,nBee1l5Sgj,GREAT ROOM,GREAT ROOM,GREAT ROOM,0,0,0,0,0.799629422,0.64901372,raw_horiz
18951-1-1200_page1.png,gMCnj1b5B_,"21'-0"" X 15'-4""","21'-0"" X 15'-4""","21'-0"" x 15'-4""",0,0,0,0,0.797445607,0.638640344,raw_horiz
18951-1-1200_page1.png,oTN28-0pij,MASTER BED,MASTER BED,MASTER BED,0,0,0,0,0.863146747,0.999570122,processed_horiz
18951-1-1200_page1.png,-3EXkc_E85,"11'-6"" X 15'-4""","11'-6""X 15'-4""","11'-6"" x 15'-4""",0.066666667,0.666666667,0,0,0.855547859,0.733878675,processed_horiz
18951-1-1200_page1.png,t7YQjaIOMk,PORCH,PORCH,PORCH,0,0,0,0,0.758522872,0.994953846,raw_horiz
18951-1-1200_page1.png,atFyF2W-jN,"28'-0"" X 6'-0""","28'-0""X6'-0""","28'-0"" x 6'-0""",0.142857143,1,0,0,0.842949154,0.894976275,raw_horiz
20325-1-1200_page1.png,wpb-SfICbh,DECK,DECK,DECK,0,0,0,0,0.990234033,0.999841809,processed_horiz
20325-1-1200_page1.png,JvwSPDJbk8,DINING,DINING,DINING,0,0,0,0,0.909899293,0.999889719,processed_horiz
20325-1-1200_page1.png,gdXgPdRW-O,"12'-1"" x 9'-5""","12'-1""x9'-5""","12'-1"" x 9'-5""",0.142857143,1,0,0,0.818884805,0.798188495,processed_horiz
20325-1-1200_page1.png,eI2WdAoIBb,MASTER,MASTER,MASTER,0,0,0,0,0.905264093,0.999984475,raw_horiz
20325-1-1200_page1.png,4wORZSFKjb,BDRM,BDRM,BDRM,0,0,0,0,0.898958811,0.999936223,raw_horiz
20325-1-1200_page1.png,fSclpcQmsk,"13'-0"" x 14'-0""","13'-0"" x 14'-0""","13'-0"" x 14'-0""",0,0,0,0,0.857925695,0.899926009,raw_horiz
20325-1-1200_page1.png,5VtzNDu0Nl,BEDROOM #2,BEDROOM #2,BEDROOM #2,0,0,0,0,0.940643195,0.998323882,processed_horiz
20325-1-1200_page1.png,fadNoaGcRT,"12'-0"" x 12'-0""","12'-0"" x 12'-0""","12'-0"" x 12'-0""",0,0,0,0,0.711527268,0.694815913,processed_horiz
20325-1-1200_page1.png,12TT0i2ysd,LINEN,LINEN,LINEN,0,0,0,0,0.963595721,0.994873989,processed_horiz
20325-1-1200_page1.png,UCfJvmI2Aj,PANTRY,PANTRY,ENTRY,0,0,0,0,0.889466226,0.872035016,processed_horiz
20325-1-1200_page1.png,9GWFvrOzql,BATH,BATH,BATH,0,0,0,0,0.874845434,0.999974132,processed_horiz
20325-1-1200_page1.png,Vh2vowYqi3,KITCHEN,KITCHEN,KITCHEN,0,0,0,0,0.865682157,0.999970893,raw_horiz
20325-1-1200_page1.png,DrF6evDPww,"12'-0"" x 16'-9""","12'-0"" x 16'-9""","12'-0"" x 16'-9""",0,0,0,0,0.866591144,0.653971641,processed_horiz
20325-1-1200_page1.png,HEOVHZA1YN,BATH,BATH,BATH,0,0,0,0,0.907418761,0.999976635,raw_horiz
20325-1-1200_page1.png,dIlrWD7XQ1,WIC,WIC,WIC,0,0,0,0,0.810813397,0.995027571,processed_horiz
20325-1-1200_page1.png,krENwSlUnV,FAMILY,FAMILY,FAMILY,0,0,0,0,0.939932685,0.999881786,raw_horiz
20325-1-1200_page1.png,Z40rSIo5Y6,"17'-0"" x 16'-8""","17'-0"" x 16'-8""","17'-0"" x 16'-8""",0,0,0,0,0.813605431,0.70646441,raw_horiz
20325-1-1200_page1.png,DOePh5t1tr,BEDROOM #3,BEDROOM #3,BEDROOM #3,0,0,0,0,0.94550174,0.987029013,processed_horiz
20325-1-1200_page1.png,ICI88U0ws6,"12'-0"" x 12'-0""","12'-0"" x 12'-0""","12'-0"" x 12'-0""",0,0,0,0,0.831395349,0.677981501,raw_horiz
20325-1-1200_page1.png,dnwh4qLgTz,PORCH,PORCH,PORCH,0,0,0,0,0.888817755,0.999962895,raw_horiz
20325-1-1200_page1.png,MjRqfKyhxi,COAT,COATI,COATI,0.25,1,0.25,1,0.865076261,0.819075144,raw_horiz
20444-1-1200_page1.png,XHdKmQjCq2,Owners' Suite,Owners' Suite,Owners' Suite,0,0,0,0,0.909623021,0.956295561,processed_horiz
20444-1-1200_page1.png,h7sJCwHlhF,"15'4"" x 12'","15'4"" x 12'","15'4"" x 12'",0,0,0,0,0.824380559,0.842499352,raw_horiz
20444-1-1200_page1.png,dqzWTM7W7r,bath,bath,BATH,0,0,0,0,0.8642466,0.999893844,processed_horiz
20444-1-1200_page1.png,GHrg6MOakH,5' x,5' *,5' x,0.25,0.5,0,0,0.570021112,0.333395561,processed_horiz
20444-1-1200_page1.png,Jf_OR_vB8k,"8'6""","8'6""","8'6""",0,0,0,0,0.828402367,0.983162761,processed_horiz
20444-1-1200_page1.png,HGGbltAC6l,Bedroom,Bedroom,MUDROOM,0,0,0,0,0.846735285,0.999953952,processed_horiz
20444-1-1200_page1.png,jXQ-LBrR8P,12' x 10',12' x 10',12' x 10',0,0,0,0,0.740939597,0.553157508,processed_horiz
20444-1-1200_page1.png,ZIw4V9bMNC,bath,balh,BATH,0.25,1,0,0,0.921508612,0.974004269,raw_horiz
20444-1-1200_page1.png,Ry2KxwMHwE,"9'10""","9'10""","9'10""",0,0,0,0,0.827048114,0.99986448,processed_horiz
20444-1-1200_page1.png,nttI3Pb2wN,x 6',X6',x 6',0.25,1,0,0,0.763066202,0.905823028,raw_horiz
20444-1-1200_page1.png,yXYl9BdUJu,walk-in,walk-in,walk-in,0,0,0,0,0.863436123,0.999741723,raw_horiz
20444-1-1200_page1.png,pJ--jS8bPp,closet,closet,closet,0,0,0,0,0.842755537,0.99520347,raw_horiz
20444-1-1200_page1.png,aTzN7w78KD,"6'10"" x 6'","6'10"" x6'","6'10"" x 6'",0.1,0.666666667,0,0,0.785887821,0.591018961,raw_horiz
20444-1-1200_page1.png,YUof1jLGjK,wh,wh,wh,0,0,0,0,0.773856802,0.948219007,processed_horiz
20444-1-1200_page1.png,93RoFmMDHE,Dn to,Dn to,Dn to,0,0,0,0,0.891669926,0.994216388,processed_horiz
20444-1-1200_page1.png,dIdq7Fc5lc,Alt.,Alt.,Alt.,0,0,0,0,0.793032162,0.903144121,raw_horiz
20444-1-1200_page1.png,iWTl6e6CFE,Bsmt,Bsmt,Bsmt,0,0,0,0,0.825126018,0.999486208,raw_horiz
20444-1-1200_page1.png,PLd4tKqsJM,Utility,Utility,Utility,0,0,0,0,0.756578947,0.999603609,processed_horiz
20444-1-1200_page1.png,w6DlNleKQg,12' x 7',12' x7',12' x 7',0.125,0.666666667,0,0,0.837046623,0.548650634,raw_horiz
20444-1-1200_page1.png,ZvuOTxdWKK,storage,storage,storage,0,0,0,0,0.841544677,0.998567356,processed_horiz
20444-1-1200_page1.png,scopYFljN1,Up,Up,Up,0,0,0,0,0.920890954,0.99999587,raw_horiz
20444-1-1200_page1.png,g8HvFHJDuN,Vaulted,Vaulted,Vaulted,0,0,0,0,0.896094631,0.999916914,processed_horiz
20444-1-1200_page1.png,DXB3_-NHjA,Great Room,Great Room,Great Room,0,0,0,0,0.954058556,0.999054334,raw_horiz
20444-1-1200_page1.png,hB_zKMtZXA,"20'8"" x 16'10""","20'8"" x 16'10""","20'8"" x 16'10""",0,0,0,0,0.768361582,0.83807211,processed_horiz
20444-1-1200_page1.png,JrYIBmgWwn,slope,slope,slope,0,0,0,0,0.793336397,0.998401128,processed_horiz
20444-1-1200_page1.png,sZ7ZXQqXgu,slope,slope,slope,0,0,0,0,0.72914422,0.999719361,processed_horiz
20444-1-1200_page1.png,GLPEfx-Jee,Vaulted,Vaulted,Vaulted,0,0,0,0,0.90514823,0.999946968,raw_horiz
20444-1-1200_page1.png,BIMcXgr6hA,Kitchen,Kitchen,KITCHEN,0,0,0,0,0.825020221,0.99998797,raw_horiz
20444-1-1200_page1.png,di1kjokdUh,"12'4"" x 9'","12'4""x 9'","12'4"" x 9'",0.1,0.666666667,0,0,0.846199841,0.80297264,processed_horiz
20444-1-1200_page1.png,phMqSt8fl-,flush eating bar,flush eating bar,flush eating bar,0,0,0,0,0.76560686,0.948587537,raw_horiz
20444-1-1200_page1.png,JqvnW_y0E3,Vaulted,Vaulted,Vaulted,0,0,0,0,0.862520412,0.999963459,raw_horiz
20444-1-1200_page1.png,1C8gmrXrhM,Dining,Dining,DINING,0,0,0,0,0.751033142,0.999989001,processed_horiz
20444-1-1200_page1.png,rg2XKhKK59,"12'4"" x 10'","124""x10'","124"" x 10'",0.272727273,1,0.090909091,0.333333333,0.861284421,0.809950971,raw_horiz
20444-1-1200_page1.png,mdwFuEZxE8,Vaulted,Vaulted,Vaulted,0,0,0,0,0.800364622,0.999801158,processed_horiz
20444-1-1200_page1.png,NDkgBt4M3v,Covered Patio,Covered Patio,Covered Patio,0,0,0,0,0.916137276,0.999047559,processed_horiz
20444-1-1200_page1.png,DthW7LfZcr,34' x 6',34' x 6',34' x 6',0,0,0,0,0.769852581,0.448421197,processed_horiz
20444-1-1200_page1.png,9go_Qx56u5,34',34',34',0,0,0,0,0.885966298,0.990449429,processed_horiz
20444-1-1200_page1.png,F0jRbdWBR4,46',46',46',0,0,0,0,0.802843046,0.999827181,raw_horiz
24288-1-1200_page1.png,PEPHGjumA5,BREAKFAST /,BREAKFAST,BREAKFAST,0.181818182,0.5,0.181818182,0.5,0.673399169,0.99284819,processed_horiz
24288-1-1200_page1.png,aS2_VqAC1L,HEARTH RM.,HEARTH,HEARTH,0.4,0.5,0.4,0.5,0.571561338,0.988696086,raw_horiz
24288-1-1200_page1.png,Tog9gHrEkx,"10'-0"" X 14'-4""","I0'-0"" X 14'-4""","10'-0"" x 14'-4""",0.066666667,0.333333333,0,0,0.750859107,0.494246694,raw_horiz
24288-1-1200_page1.png,XBKhudkAsE,GRILLING,GRILLING,GRILLING,0,0,0,0,0.712015066,0.991958843,processed_horiz
24288-1-1200_page1.png,_T6UYrjzbg,PORCH,PORCH,PORCH,0,0,0,0,0.772562036,0.997462288,processed_horiz
24288-1-1200_page1.png,8FyEl_R6n5,"13'-2"" X 6'-0""","13'-2"" X 6'-0""","13'-2"" x 6'-0""",0,0,0,0,0.882535895,0.736773571,processed_horiz
24288-1-1200_page1.png,H_2JWj8Eqm,MASTER,MASTER,MASTER,0,0,0,0,0.837841636,0.999786639,raw_horiz
